,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
11035,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,1.4418,,
11131,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,121.5768,,
11315,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class4,NBRX,,0.8552,,
11410,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
11469,Brand6,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,180.6284,,
11541,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,MOTRX,6.702,6.702,,7.865175495
11593,Brand12,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,27.8221,,
11610,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,3830.6964,3830.6964,,
11670,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,1.4685,,
11691,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,107.8351,,
11801,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,1296.6061,,
11831,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,529.0358,,
11833,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,954.6287,,
11850,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,3.3207,,
11858,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,38.9526,38.9526,,
11885,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,48.9571,,
11985,Brand8,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,47.8969,,
12019,Brand42,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,TRX,,4.6795,,
12070,Brand28,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,245.6685,,
12083,Brand27,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,4.5647,,
12104,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.2124,,
12318,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class3,TRX,2.9659,2.9659,3.365312987,3.481479924
12349,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,154.1218,,
12367,Brand5,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,145.3609,,
12523,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
12601,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.3085,,
12790,Brand16,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,16.1012,,
12809,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
12810,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,MOTRX,3.2486,3.2486,,3.812415564
12916,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,6.2988,,
12921,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,2.9112,,
12974,Brand37,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,3.6923,3.6923,,
13012,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
13114,Brand16,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
13148,Brand23,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,121.5768,,
13164,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,11.8662,,
13195,Brand14,2,PED,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class2,TRX,,9.7229,,
13215,Brand8,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
13251,Brand30,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,4.0916,,
13332,Brand36,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,,2.851,,
13550,Brand23,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,IV Market,IV Market,Not Available,Class1,TRX,486.3073,486.3073,,
13580,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,TRX,,5.1497,,
13683,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,1.5647,,
13702,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,9.7219,9.7219,,
13926,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class4,MOTRX,,2.5194,,
14026,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
14209,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class4,TRX,,2.1894,,
14255,Brand30,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,0.0,0.0,,
14263,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class3,MOTRX,36.8947,36.8947,41.81987348,43.28876508
14326,Brand36,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,5.3078,,
14356,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,MOTRX,,3.3121,,
14374,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,9.1292,,
14396,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.2243,,
14567,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,0.0,,
14731,Brand28,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,10.2362,,
14932,Brand26,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.0528,,
15035,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,1.3006,,
15207,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication3,Other Market,Other Market,Not Available,Class3,MOTRX,4.7349,,5.366974632,5.555485579
15280,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class2,MOTRX,,1.7314,,
15333,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication3,Other Market,Other Market,Not Available,Class1,TRX,1.5864,,,
15561,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,Not Available,Not Available,Class1,TRX,1.4804,,,
15586,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,66.0384,,,
15637,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,TRX,519.5822,,,
15652,Brand14,1,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,TRX,11.3613,,,
15673,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,Not Available,Not Available,Class1,TRX,2.1378,,,
15683,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,4.7872,,,
15783,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,84.1601,,,
15788,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,2.9866,,,
15794,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class3,TRX,2677.6969,,,
15887,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,5.1829,,,
15905,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,8.3852,,,
15973,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,MOTRX,2.9659,,3.361826028,3.479907639
16016,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,951.6432,,,
16197,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,IV Market,Not Available,Class1,NBRX,0.0,,,
16286,Brand30,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,609.9639,,,
16318,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,Not Available,Not Available,Class1,TRX,2.486,,,
16319,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,3.0966,,,
16340,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,596.5516,,,
16458,Brand12,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,Not Available,Not Available,Class1,NBRX,2.4413,,,
16464,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,0.0,,,
16489,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,18.0872,,,
16629,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,93.6269,,,
16746,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,28.8474,28.8474,,
16753,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,TRX,290.51,290.51,,
16781,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication3,Not Available,Not Available,Not Available,Class1,TRX,2.7548,,,
16826,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,TRX,1026.3594,1026.3594,,
16896,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,32.9241,32.9241,,
16998,Brand30,1,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,TRX,70.0404,,,
17004,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,0.0,,,
17086,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class2,MOTRX,1.7956,,,
17155,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,MOTRX,1031.0555,1031.0555,,1210.001858
17195,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,55.9438,,,
17333,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,1099.8187,1099.8187,,
17334,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,1226.8185,1226.8185,,
17378,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,4.7726,,,
17385,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,TRX,6.4718,6.4718,,
17455,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
17562,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class3,NBRX,3.7344,3.7344,,4.429874793
17673,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,TRX,879.4623,,,
17694,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
17696,Brand30,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,TRX,196.6311,196.6311,,
17863,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,NBRX,1.5545,1.5545,,
17872,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,4.4656,4.4656,,
17883,Brand14,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,TRX,627.2057,627.2057,,
17917,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,TRX,29.3309,29.3309,,
17957,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
18015,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,TRX,1.5739,1.5739,,
18138,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,246.9239,246.9239,,
18186,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,0.9111,,,
18228,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,505.7253,,
18241,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,12.6981,12.6981,,
18245,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,IV Market,Not Available,Class1,NBRX,1.5985,,,
18268,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,MOTRX,279.8593,,317.2184763,328.3605367
18314,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,48.5692,,,
18424,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class3,MOTRX,1.4005,1.4005,,
18481,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,2.6546,,,
18493,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,TRX,364.817,364.817,,
18554,Brand28,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.1684,,,
18584,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
18591,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,7.0295,,
18598,Brand11,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,60.2815,60.2815,,
18689,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Not Available,Not Available,Class1,NBRX,0.0,,,
18695,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,MOTRX,63.0021,63.0021,,
18701,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,241.397,241.397,,283.2930124
18861,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,9.5302,,,
18947,Brand12,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,2.4579,,,
19180,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
19373,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,512.0333,,,
19463,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,6.4598,,,
19481,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.8196,,,
19541,Brand33,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,0.9156,,,
19622,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Not Available,Not Available,Class1,MOTRX,179.947,,,
19697,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,TRX,226.2958,226.2958,,265.6961111
19737,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,TRX,2.3303,,,
19844,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class3,NBRX,6.995,,,
19894,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,21.0652,,
19984,Brand8,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,9.1351,9.1351,,
20014,Brand13,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,4.0102,4.0102,,
20061,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,6.1117,,
20092,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,178.6906,,
20169,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,31.4967,,,
20170,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
20369,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,TRX,6.5801,6.5801,,
20383,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,TRX,1.5739,1.5739,,
20389,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Other Market,Not Available,Class3,TRX,495.6619,495.6619,479.170846,547.1280144
20421,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,115.623,115.623,,
20566,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class3,MOTRX,9.2524,9.2524,,
20819,Brand30,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,13901.464,13901.464,,
21085,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,4.9814,,
21216,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,16.4212,,
21219,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,87.866,,
21308,Brand11,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,271.267,,
21343,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,1.0006,1.0006,,
21356,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
21390,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,TRX,1.4005,1.4005,,
21515,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,TRX,4.468,4.468,,
21524,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Not Available,Not Available,Class1,TRX,11.4344,11.4344,,
21579,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,4.2639,4.2639,,
21676,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,TRX,2259.3052,2259.3052,,
21749,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,1577.244,1577.244,,
21892,Brand35,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,93.5571,93.5571,,
22093,Brand37,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,TRX,26.3651,26.3651,,
22102,Brand23,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,IV Market,Not Available,Class1,TRX,2.7923,2.7923,,
22216,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
22235,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,TRX,,15.3263,,
22414,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
